,Date,Symbol,Price,Open,High,Low,Volume
35,"Nov 26, 2021",BTC,53730.9,58937.3,59151.1,53533.5,104.03K
36,"Nov 25, 2021",BTC,58935.1,57167.1,59387.3,57029.8,56.79K
37,"Nov 24, 2021",BTC,57171.7,57559.4,57697.4,55910.6,56.68K
38,"Nov 23, 2021",BTC,57573.2,56304.8,57855.1,55542.5,72.48K
39,"Nov 22, 2021",BTC,56308.8,58719.7,59288.3,55656.8,76.45K
40,"Nov 21, 2021",BTC,58714.3,59724.0,60002.6,58528.3,40.98K
41,"Nov 20, 2021",BTC,59717.6,58080.8,59854.6,57435.3,44.53K
42,"Nov 19, 2021",BTC,58083.4,56908.3,58335.9,55626.3,74.44K
43,"Nov 18, 2021",BTC,56955.3,60368.2,60936.9,56524.4,100.37K
44,"Nov 17, 2021",BTC,60367.8,60074.2,60814.5,58531.9,73.93K
45,"Nov 16, 2021",BTC,60089.1,63605.1,63605.6,58655.9,115.36K
46,"Nov 15, 2021",BTC,63597.9,65514.9,66311.2,63439.5,53.53K
47,"Nov 14, 2021",BTC,65508.2,64397.2,65508.2,63608.3,33.98K
48,"Nov 13, 2021",BTC,64398.6,64133.3,64906.0,63381.4,30.34K
49,"Nov 12, 2021",BTC,64134.5,64782.6,65449.7,62309.7,63.27K
50,"Nov 11, 2021",BTC,64806.7,64922.8,65583.3,64121.9,50.37K
51,"Nov 10, 2021",BTC,64932.6,66942.6,68990.6,62951.3,96.21K
52,"Nov 09, 2021",BTC,66904.4,67528.7,68493.3,66334.9,66.13K
53,"Nov 08, 2021",BTC,67527.9,63276.4,67763.3,63276.4,81.08K
54,"Nov 07, 2021",BTC,63273.2,61483.8,63273.2,61347.2,34.34K
55,"Nov 06, 2021",BTC,61483.9,60973.2,61543.2,60093.6,34.89K
56,"Nov 05, 2021",BTC,60974.3,61411.5,62560.3,60742.4,44.46K
57,"Nov 04, 2021",BTC,61412.6,62915.4,63077.6,60742.9,49.91K
58,"Nov 03, 2021",BTC,62918.5,63223.5,63508.6,60883.0,61.05K
59,"Nov 02, 2021",BTC,63221.7,60912.2,64256.4,60651.5,65.26K
60,"Nov 01, 2021",BTC,60915.3,61310.1,62430.1,59612.7,61.21K
61,"Oct 31, 2021",BTC,61309.6,61842.2,62393.7,60005.7,50.06K
62,"Oct 30, 2021",BTC,61840.1,62245.0,62338.5,60786.0,40.51K
63,"Oct 29, 2021",BTC,62242.8,60579.9,62952.2,60322.2,63.39K
64,"Oct 28, 2021",BTC,60582.5,58437.2,62251.3,58128.1,88.47K
65,"Oct 27, 2021",BTC,58438.1,60312.5,61452.9,58112.6,88.11K
66,"Oct 26, 2021",BTC,60310.8,63067.5,63275.1,59907.3,57.13K
67,"Oct 25, 2021",BTC,63067.0,60864.3,63694.8,60655.8,51.06K
68,"Oct 24, 2021",BTC,60866.5,61308.2,61469.9,59523.7,42.67K
69,"Oct 23, 2021",BTC,61312.5,60693.2,61728.7,59738.3,37.05K
70,"Oct 22, 2021",BTC,60690.3,62200.8,63699.7,60055.7,75.69K
71,"Oct 21, 2021",BTC,62210.2,66004.6,66616.9,62092.1,105.38K
72,"Oct 20, 2021",BTC,65979.1,64276.9,66967.1,63543.7,79.87K
73,"Oct 19, 2021",BTC,64278.5,62030.2,64454.0,61451.0,80.16K
74,"Oct 18, 2021",BTC,62056.3,61525.8,62623.6,60026.9,80.15K
75,"Oct 17, 2021",BTC,61527.5,60865.5,61651.4,59143.4,53.39K
76,"Oct 16, 2021",BTC,60861.1,61669.2,62329.2,60161.9,49.93K
77,"Oct 15, 2021",BTC,61672.5,57348.2,62892.8,56874.8,121.48K
78,"Oct 14, 2021",BTC,57345.8,57370.4,58506.5,56866.8,59.84K
79,"Oct 13, 2021",BTC,57380.1,56014.5,57697.4,54314.4,73.62K
80,"Oct 12, 2021",BTC,56015.9,57480.6,57635.7,54155.4,74.85K
81,"Oct 11, 2021",BTC,57477.3,54686.9,57814.1,54457.8,73.84K
82,"Oct 10, 2021",BTC,54687.7,54942.5,56432.2,54100.8,104.43K
83,"Oct 09, 2021",BTC,54942.5,53924.1,55430.8,53711.7,64.65K
84,"Oct 08, 2021",BTC,53914.7,53785.5,55977.9,53659.3,64.05K
85,"Oct 07, 2021",BTC,53783.9,55325.2,55325.6,53476.4,75.68K
86,"Oct 06, 2021",BTC,55323.2,51470.0,55676.1,50439.5,116.26K
87,"Oct 05, 2021",BTC,51469.3,49229.5,51872.4,49060.1,76.63K
88,"Oct 04, 2021",BTC,49227.3,48200.4,49481.7,46958.6,66.92K
89,"Oct 03, 2021",BTC,48200.1,47665.4,49165.2,47123.0,42.41K
90,"Oct 02, 2021",BTC,47666.9,48147.2,48306.9,47451.7,39.82K
91,"Oct 01, 2021",BTC,48146.0,43824.4,48435.2,43292.9,94.66K
92,"Sep 30, 2021",BTC,43823.3,41534.5,44101.2,41416.7,64.32K
93,"Sep 29, 2021",BTC,41536.8,41023.1,42571.2,40815.0,48.21K
94,"Sep 28, 2021",BTC,41022.3,42169.9,42758.8,40906.4,60.01K
95,"Sep 27, 2021",BTC,42172.6,43200.9,44293.2,42143.9,54.12K
96,"Sep 26, 2021",BTC,43203.4,42685.8,43907.3,40786.6,69.91K
97,"Sep 25, 2021",BTC,42686.8,42818.7,42959.3,41714.5,46.35K
98,"Sep 24, 2021",BTC,42819.9,44867.4,45112.0,40908.5,128.88K
99,"Sep 23, 2021",BTC,44869.2,43550.7,44949.8,43090.1,74.54K
100,"Sep 22, 2021",BTC,43551.6,40660.8,43976.7,40585.7,93.98K
101,"Sep 21, 2021",BTC,40651.3,43012.3,43619.3,39646.8,142.55K
102,"Sep 20, 2021",BTC,42870.6,47240.8,47323.9,42547.1,77.96K
103,"Sep 19, 2021",BTC,47238.7,48299.9,48341.9,46866.6,41.98K
104,"Sep 18, 2021",BTC,48306.7,47283.9,48761.0,47070.5,43.64K
105,"Sep 17, 2021",BTC,47282.8,47748.2,48155.9,46788.8,50.16K
106,"Sep 16, 2021",BTC,47748.0,48132.3,48480.6,47040.3,60.91K
107,"Sep 15, 2021",BTC,48130.6,47070.8,48436.5,46743.9,63.40K
108,"Sep 14, 2021",BTC,47077.5,44950.2,47247.6,44718.7,65.33K
109,"Sep 13, 2021",BTC,44949.5,46060.8,46807.7,43463.2,96.15K
110,"Sep 12, 2021",BTC,46062.3,45162.6,46386.4,44755.2,44.52K
111,"Sep 11, 2021",BTC,45161.9,44844.9,45975.6,44766.6,41.58K
112,"Sep 10, 2021",BTC,44842.8,46385.9,47021.6,44283.6,75.62K
113,"Sep 09, 2021",BTC,46385.6,46057.6,47305.7,45609.0,73.63K
114,"Sep 08, 2021",BTC,46061.4,46774.1,47316.9,44493.7,100.48K
115,"Sep 07, 2021",BTC,46779.6,52674.2,52885.3,43072.4,187.56K
116,"Sep 06, 2021",BTC,52672.1,51769.4,52726.2,51002.8,69.46K
117,"Sep 05, 2021",BTC,51768.6,49918.7,51878.2,49492.4,57.30K
118,"Sep 04, 2021",BTC,49918.4,49999.3,50534.6,49461.4,48.14K
119,"Sep 03, 2021",BTC,49999.0,49269.5,51008.8,48377.3,88.08K
120,"Sep 02, 2021",BTC,49274.3,48817.8,50355.3,48612.9,80.21K
121,"Sep 01, 2021",BTC,48819.4,47129.2,49121.0,46533.1,74.38K
122,"Aug 31, 2021",BTC,47130.4,46989.1,48217.0,46709.3,71.48K
123,"Aug 30, 2021",BTC,46992.7,48777.1,48886.0,46876.9,61.68K
124,"Aug 29, 2021",BTC,48777.4,48899.7,49621.7,47870.1,47.62K
125,"Aug 28, 2021",BTC,48897.1,49062.8,49289.4,48428.5,36.73K
126,"Aug 27, 2021",BTC,49064.3,46830.2,49142.0,46371.5,62.47K
127,"Aug 26, 2021",BTC,46831.6,48994.4,49347.8,46360.4,73.79K
128,"Aug 25, 2021",BTC,48994.5,47707.4,49230.2,47163.3,63.54K
129,"Aug 24, 2021",BTC,47714.7,49532.5,49847.4,47623.6,74.26K
130,"Aug 23, 2021",BTC,49539.7,49255.4,50498.8,49038.6,75.37K
131,"Aug 22, 2021",BTC,49254.5,48870.4,49480.3,48151.0,49.32K
132,"Aug 21, 2021",BTC,48875.8,49330.0,49719.1,48293.5,18.20K
133,"Aug 20, 2021",BTC,49324.0,46756.7,49343.3,46646.8,83.19K
134,"Aug 19, 2021",BTC,46755.9,44725.9,47012.3,43986.7,77.92K
135,"Aug 18, 2021",BTC,44723.8,44691.1,46004.9,44230.0,22.36K
136,"Aug 17, 2021",BTC,44691.6,45907.5,47140.6,44441.3,84.14K
137,"Aug 16, 2021",BTC,45996.3,46991.6,48002.4,45672.1,2.41K
138,"Aug 15, 2021",BTC,46991.3,47082.6,47344.1,45564.1,58.11K
139,"Aug 14, 2021",BTC,47081.5,47809.6,48090.9,46117.2,64.29K
140,"Aug 13, 2021",BTC,47809.1,44404.0,47836.0,44242.4,75.27K
141,"Aug 12, 2021",BTC,44403.4,45562.3,46213.8,43814.7,81.07K
142,"Aug 11, 2021",BTC,45564.3,45593.2,46736.5,45367.9,75.43K
143,"Aug 10, 2021",BTC,45593.8,46281.8,46663.4,44681.2,80.55K
144,"Aug 09, 2021",BTC,46284.3,43794.9,46460.7,42824.1,117.08K
145,"Aug 08, 2021",BTC,43792.8,44584.9,45284.1,43314.4,105.25K
146,"Aug 07, 2021",BTC,44614.2,42784.7,44697.3,42611.0,112.84K
147,"Aug 06, 2021",BTC,42795.4,40868.4,43253.4,39905.4,111.93K
148,"Aug 05, 2021",BTC,40867.2,39734.4,41366.3,37365.4,130.60K
149,"Aug 04, 2021",BTC,39736.9,38188.4,39956.5,37556.0,79.22K
150,"Aug 03, 2021",BTC,38130.3,39167.4,39766.6,37688.2,0.26K
151,"Aug 02, 2021",BTC,39168.4,39869.8,40449.0,38692.5,74.81K
152,"Aug 01, 2021",BTC,39878.3,41510.0,42565.0,39556.5,80.33K
153,"Jul 31, 2021",BTC,41553.7,42201.4,42285.3,41066.4,44.65K
154,"Jul 30, 2021",BTC,42203.4,40001.1,42264.4,38358.4,98.45K
155,"Jul 29, 2021",BTC,40001.4,40009.0,40630.7,39340.8,75.30K
156,"Jul 28, 2021",BTC,40003.2,39450.4,40862.2,38883.8,148.92K
157,"Jul 27, 2021",BTC,39452.0,37294.3,39455.9,36427.4,100.24K
158,"Jul 26, 2021",BTC,37276.6,35392.3,40522.9,35236.7,177.63K
159,"Jul 25, 2021",BTC,35391.1,34392.5,35391.1,33881.3,65.10K
160,"Jul 24, 2021",BTC,33824.8,33600.5,33955.0,33412.9,67.14K
161,"Jul 23, 2021",BTC,33603.3,32297.9,33605.6,32041.1,66.15K
162,"Jul 22, 2021",BTC,32298.9,32131.7,32585.4,31729.4,64.87K
163,"Jul 21, 2021",BTC,32131.4,29794.7,32794.6,29519.3,118.34K
164,"Jul 20, 2021",BTC,29793.8,30835.4,31040.8,29310.2,97.46K
165,"Jul 19, 2021",BTC,30837.2,31782.9,31887.0,30478.2,77.48K
166,"Jul 18, 2021",BTC,31785.4,31517.9,32408.2,31220.6,57.01K
167,"Jul 17, 2021",BTC,31518.6,31384.4,31914.8,31207.8,58.06K
168,"Jul 16, 2021",BTC,31394.0,31842.3,32239.8,31062.2,70.48K
169,"Jul 15, 2021",BTC,31840.5,32820.5,33157.0,31175.8,76.95K
170,"Jul 14, 2021",BTC,32820.7,32727.8,33051.9,31611.2,69.56K
171,"Jul 13, 2021",BTC,32728.1,33106.1,33307.7,32259.5,60.04K
172,"Jul 12, 2021",BTC,33113.0,34228.3,34598.0,32662.8,63.24K
173,"Jul 11, 2021",BTC,34227.7,33510.8,34580.6,33319.8,35.72K
174,"Jul 10, 2021",BTC,33510.6,33797.7,34221.0,33056.8,50.94K
175,"Jul 09, 2021",BTC,33797.4,32866.3,34079.2,32367.0,67.14K
176,"Jul 08, 2021",BTC,32866.3,33859.4,33923.2,32146.9,108.09K
177,"Jul 07, 2021",BTC,33867.8,34228.7,35036.6,33801.3,72.03K
178,"Jul 06, 2021",BTC,34225.6,33688.5,35062.0,33581.7,83.63K
179,"Jul 05, 2021",BTC,33687.8,35297.0,35300.5,33164.1,88.36K
180,"Jul 04, 2021",BTC,35298.2,34742.8,35957.6,34740.1,56.13K
181,"Jul 03, 2021",BTC,34742.8,33814.2,34909.8,33363.3,55.69K
182,"Jul 02, 2021",BTC,33813.4,33542.2,33925.9,32734.6,78.93K
183,"Jul 01, 2021",BTC,33543.6,35030.7,35032.7,32839.2,27.41K
184,"Jun 30, 2021",BTC,35026.9,35832.6,36089.5,34126.6,107.07K
185,"Jun 29, 2021",BTC,35834.7,34477.3,36590.3,34247.6,97.27K
186,"Jun 28, 2021",BTC,34475.9,34682.2,35231.2,33944.9,112.00K
187,"Jun 27, 2021",BTC,34678.5,32247.1,34685.5,32041.7,148.80K
188,"Jun 26, 2021",BTC,32243.4,31592.1,32643.0,30206.9,156.67K
189,"Jun 25, 2021",BTC,31594.0,34660.5,35490.9,31337.9,193.43K
190,"Jun 24, 2021",BTC,34665.8,33678.1,35249.9,32356.7,119.25K
191,"Jun 23, 2021",BTC,33674.3,32498.3,34784.3,31736.5,173.34K
192,"Jun 22, 2021",BTC,32496.4,31682.7,33272.5,28901.8,309.65K
193,"Jun 21, 2021",BTC,31692.0,35597.9,35708.4,31284.1,256.87K
194,"Jun 20, 2021",BTC,35595.8,35510.9,36097.9,33378.0,137.48K
195,"Jun 19, 2021",BTC,35513.4,35770.0,36357.3,34845.5,105.46K
196,"Jun 18, 2021",BTC,35749.4,38045.5,38166.0,35198.5,102.84K
197,"Jun 17, 2021",BTC,38052.0,38337.8,39529.9,37425.3,109.58K
198,"Jun 16, 2021",BTC,38336.0,40148.1,40494.4,38156.4,123.52K
199,"Jun 15, 2021",BTC,40156.1,40522.5,41318.0,39589.9,117.55K
200,"Jun 14, 2021",BTC,40529.4,39024.1,40970.4,38769.9,157.35K
201,"Jun 13, 2021",BTC,39022.9,35467.5,39321.6,34827.0,123.32K
202,"Jun 12, 2021",BTC,35467.5,37334.4,37437.3,34703.3,87.73K
203,"Jun 11, 2021",BTC,37314.6,36654.3,37641.1,36003.3,109.15K
204,"Jun 10, 2021",BTC,36649.4,37375.2,38340.8,35824.0,154.32K
205,"Jun 09, 2021",BTC,37332.2,33385.5,37517.6,32428.6,209.82K
206,"Jun 08, 2021",BTC,33382.9,33574.6,34047.8,31158.1,193.54K
207,"Jun 07, 2021",BTC,33578.0,35815.4,36754.6,33410.1,119.50K
208,"Jun 06, 2021",BTC,35815.4,35518.7,36434.0,35265.3,62.20K
209,"Jun 05, 2021",BTC,35520.0,36841.2,37887.6,34832.0,101.48K
210,"Jun 04, 2021",BTC,36851.3,39191.4,39255.4,35659.9,127.71K
211,"Jun 03, 2021",BTC,39187.3,37555.7,39462.3,37193.6,106.44K
212,"Jun 02, 2021",BTC,37555.8,36687.7,38199.9,35981.1,96.89K
213,"Jun 01, 2021",BTC,36687.6,37294.3,37850.3,35742.7,113.48K
214,"May 31, 2021",BTC,37298.6,35644.0,37480.7,34213.2,131.70K
215,"May 30, 2021",BTC,35652.8,34589.3,36388.6,33441.0,104.18K
216,"May 29, 2021",BTC,34584.6,35664.5,37227.1,33664.2,160.43K
217,"May 28, 2021",BTC,35662.5,38543.2,38844.1,34772.4,199.58K
218,"May 27, 2021",BTC,38417.3,39249.0,40322.2,37190.8,122.93K
219,"May 26, 2021",BTC,39249.2,38375.7,40750.0,37847.0,153.80K
220,"May 25, 2021",BTC,38378.3,38753.6,39740.8,36540.7,163.01K
221,"May 24, 2021",BTC,38750.6,34720.3,39851.7,34474.6,244.88K
222,"May 23, 2021",BTC,34679.7,37446.8,38248.7,31192.4,325.73K
223,"May 22, 2021",BTC,37448.3,37291.0,38776.0,35314.9,185.83K
224,"May 21, 2021",BTC,37297.4,40611.2,42108.3,33592.3,315.50K
225,"May 20, 2021",BTC,40717.2,36706.8,42425.9,35010.4,269.75K
226,"May 19, 2021",BTC,36720.5,42898.3,43516.6,30261.7,607.10K
227,"May 18, 2021",BTC,42897.3,43538.5,45770.9,42293.9,154.96K
228,"May 17, 2021",BTC,43541.3,46424.2,46545.4,42201.5,274.76K
229,"May 16, 2021",BTC,46426.4,46729.3,49764.3,43920.8,180.07K
230,"May 15, 2021",BTC,46708.8,49839.1,50640.9,46650.2,131.91K
231,"May 14, 2021",BTC,49839.8,49704.9,51459.2,48874.0,118.84K
232,"May 13, 2021",BTC,49704.6,49398.2,51337.3,46331.1,236.71K
233,"May 12, 2021",BTC,49384.2,56694.5,57938.5,49187.0,160.74K
234,"May 11, 2021",BTC,56695.7,55846.1,56871.1,54550.4,96.47K
235,"May 10, 2021",BTC,55848.9,58251.2,59523.9,53678.3,142.61K
236,"May 09, 2021",BTC,58238.3,58840.6,59227.0,56414.4,103.59K
237,"May 08, 2021",BTC,58840.1,57330.3,59471.1,56972.2,101.27K
238,"May 07, 2021",BTC,57337.2,56411.4,58639.3,55300.1,110.01K
239,"May 06, 2021",BTC,56405.4,57441.0,58364.9,55294.5,109.02K
240,"May 05, 2021",BTC,57441.3,53872.5,57936.4,53872.5,119.82K
241,"May 04, 2021",BTC,53741.5,57170.6,57201.3,53741.5,132.33K
242,"May 03, 2021",BTC,57169.8,56605.8,58925.1,56562.4,89.24K
243,"May 02, 2021",BTC,56603.8,57807.2,57868.4,56110.5,53.61K
244,"May 01, 2021",BTC,57807.1,57719.1,58449.4,57029.5,63.41K
245,"Apr 30, 2021",BTC,57720.3,53562.3,57925.6,53088.7,103.74K
246,"Apr 29, 2021",BTC,53560.8,54838.6,55173.7,52400.0,83.90K
247,"Apr 28, 2021",BTC,54841.4,55036.0,56419.9,53876.4,86.96K
248,"Apr 27, 2021",BTC,55036.5,54011.1,55427.8,53345.0,84.08K
249,"Apr 26, 2021",BTC,54020.5,48963.5,54320.9,48815.9,129.76K
250,"Apr 25, 2021",BTC,48963.6,50088.2,50532.4,47098.5,59.20K
251,"Apr 24, 2021",BTC,50088.9,51140.8,51183.0,48775.2,82.25K
252,"Apr 23, 2021",BTC,51143.6,51707.1,52099.9,47659.4,214.46K
253,"Apr 22, 2021",BTC,51729.5,53821.3,55408.4,50590.9,168.13K
254,"Apr 21, 2021",BTC,53820.2,56479.5,56764.4,53657.6,100.26K
255,"Apr 20, 2021",BTC,56483.2,55645.1,57054.9,53422.5,115.49K
256,"Apr 19, 2021",BTC,55646.1,56208.1,57517.0,54272.3,117.51K
257,"Apr 18, 2021",BTC,56207.1,60043.2,60362.1,51817.6,216.81K
258,"Apr 17, 2021",BTC,60041.9,61358.3,62509.1,59672.1,84.08K
259,"Apr 16, 2021",BTC,61379.7,63211.6,63518.5,60027.3,136.85K
260,"Apr 15, 2021",BTC,63216.0,62978.6,63729.1,62067.5,76.97K
261,"Apr 14, 2021",BTC,62980.4,63544.2,64778.0,61366.3,130.43K
262,"Apr 13, 2021",BTC,63540.9,59863.6,63659.0,59839.4,126.56K
263,"Apr 12, 2021",BTC,59863.8,59982.1,61259.9,59569.2,81.88K
264,"Apr 11, 2021",BTC,59978.7,59772.4,60667.1,59250.3,58.20K
265,"Apr 10, 2021",BTC,59748.4,58127.4,61229.0,57900.0,103.72K
266,"Apr 09, 2021",BTC,58118.7,58076.8,58890.9,57686.0,59.22K
267,"Apr 08, 2021",BTC,58077.4,55948.0,58136.7,55721.6,64.78K
268,"Apr 07, 2021",BTC,55948.7,57996.3,58627.7,55489.3,110.69K
269,"Apr 06, 2021",BTC,57996.3,59169.0,59487.0,57403.3,77.15K
270,"Apr 05, 2021",BTC,58993.4,58202.3,59205.1,56842.7,54.13K
271,"Apr 04, 2021",BTC,58199.9,57059.7,58464.8,56470.6,57.21K
272,"Apr 03, 2021",BTC,57059.9,58976.8,59770.5,56906.7,68.74K
273,"Apr 02, 2021",BTC,58977.3,58718.2,60134.9,58466.5,72.37K
274,"Apr 01, 2021",BTC,58718.3,58763.2,59406.5,58040.7,69.04K
275,"Mar 31, 2021",BTC,58763.7,58771.4,59795.6,56991.6,98.06K
276,"Mar 30, 2021",BTC,58771.3,57614.6,59366.9,57077.1,86.21K
277,"Mar 29, 2021",BTC,57616.2,55764.7,58392.6,54951.1,107.91K
278,"Mar 28, 2021",BTC,55765.2,55856.9,56504.2,54711.3,58.71K
279,"Mar 27, 2021",BTC,55862.9,55033.8,56531.1,54010.2,73.87K
280,"Mar 26, 2021",BTC,55036.1,51317.4,55074.1,51302.0,100.30K
281,"Mar 25, 2021",BTC,51322.3,52330.0,53175.4,50441.3,143.35K
282,"Mar 24, 2021",BTC,52325.4,54309.1,57169.4,51725.4,137.91K
283,"Mar 23, 2021",BTC,54452.5,54117.5,55813.8,52992.3,84.84K
284,"Mar 22, 2021",BTC,54158.3,57379.3,58379.9,53784.2,95.53K
285,"Mar 21, 2021",BTC,57383.8,58097.4,58583.8,55583.3,77.47K
286,"Mar 20, 2021",BTC,58093.4,58084.1,59882.1,57863.0,67.83K
287,"Mar 19, 2021",BTC,58088.0,57645.0,59448.3,56305.1,83.98K
288,"Mar 18, 2021",BTC,57656.0,58911.8,60088.0,57099.6,102.62K
289,"Mar 17, 2021",BTC,58913.5,56892.9,58933.2,54253.2,118.26K
290,"Mar 16, 2021",BTC,56889.7,55619.5,56889.7,53342.6,128.51K
291,"Mar 15, 2021",BTC,55791.3,59117.4,60565.9,55088.8,117.71K
292,"Mar 14, 2021",BTC,59113.7,61192.7,61673.7,59113.7,80.29K
293,"Mar 13, 2021",BTC,61195.3,57267.4,61795.8,56118.8,134.64K
294,"Mar 12, 2021",BTC,57265.1,57806.2,58052.3,55134.5,116.96K
295,"Mar 11, 2021",BTC,57799.5,55851.2,58135.0,54351.8,129.63K
296,"Mar 10, 2021",BTC,55851.9,54882.7,57328.7,53073.6,140.96K
297,"Mar 09, 2021",BTC,54879.0,52352.4,54880.6,51941.3,114.06K
298,"Mar 08, 2021",BTC,52311.0,50988.9,52384.9,49338.1,68.14K
299,"Mar 07, 2021",BTC,50982.3,48899.0,51434.1,48890.6,82.91K
300,"Mar 06, 2021",BTC,48855.6,48798.7,49191.8,47132.8,66.66K
301,"Mar 05, 2021",BTC,48792.5,48363.6,49429.4,46370.1,113.64K
302,"Mar 04, 2021",BTC,48428.0,50388.0,51757.7,47521.8,9.56K
303,"Mar 03, 2021",BTC,50395.1,48422.2,52567.9,48159.2,44.93K
304,"Mar 02, 2021",BTC,48424.2,49595.6,50191.9,47100.6,102.10K
305,"Mar 01, 2021",BTC,49595.5,45160.5,49774.0,45008.8,137.52K
306,"Feb 28, 2021",BTC,45164.0,46136.0,46582.0,43100.6,135.08K
307,"Feb 27, 2021",BTC,46136.7,46333.1,48335.1,45059.4,98.75K
308,"Feb 26, 2021",BTC,46345.6,46928.5,48413.9,44248.2,189.41K
309,"Feb 25, 2021",BTC,46928.5,49695.9,52013.8,46773.7,83.22K
310,"Feb 24, 2021",BTC,49697.5,48911.1,51311.8,47031.7,153.75K
311,"Feb 23, 2021",BTC,48911.2,54114.1,54115.0,45093.8,315.07K
312,"Feb 22, 2021",BTC,54111.8,57437.6,57480.8,48353.8,244.95K
313,"Feb 21, 2021",BTC,57433.8,55907.6,58335.1,55502.7,87.26K
314,"Feb 20, 2021",BTC,55923.7,55922.0,57523.8,54124.1,127.85K
315,"Feb 19, 2021",BTC,55906.6,51590.1,56238.5,50816.8,139.43K
316,"Feb 18, 2021",BTC,51582.2,52094.5,52524.0,50941.6,94.35K
317,"Feb 17, 2021",BTC,52079.2,49161.3,52577.7,49018.1,140.03K
318,"Feb 16, 2021",BTC,49169.7,47934.2,50515.8,47044.4,141.37K
319,"Feb 15, 2021",BTC,47936.3,48611.1,48936.5,45786.1,123.18K
320,"Feb 14, 2021",BTC,48643.4,47172.1,49695.1,47051.9,106.50K
321,"Feb 13, 2021",BTC,47168.7,47373.1,48097.3,46270.5,89.42K
322,"Feb 12, 2021",BTC,47371.7,47995.0,48927.4,46218.6,133.73K
323,"Feb 11, 2021",BTC,47990.7,44834.8,48622.1,44041.1,145.77K
324,"Feb 10, 2021",BTC,44836.0,46507.8,47295.3,43800.5,151.83K
325,"Feb 09, 2021",BTC,46508.6,46396.4,48143.5,45104.7,193.87K
326,"Feb 08, 2021",BTC,46395.7,38853.6,46596.4,38057.0,248.47K
327,"Feb 07, 2021",BTC,38852.9,39228.9,39691.7,37381.6,125.37K
328,"Feb 06, 2021",BTC,39256.6,38300.6,40939.7,38275.3,156.02K
329,"Feb 05, 2021",BTC,38297.6,36976.4,38303.6,36640.0,100.60K
330,"Feb 04, 2021",BTC,36982.1,37648.9,38707.9,36380.8,151.44K
331,"Feb 03, 2021",BTC,37646.8,35486.9,37646.8,35401.5,131.03K
332,"Feb 02, 2021",BTC,35485.2,33514.0,35976.1,33462.4,120.85K
