,Date,Symbol,Price,Open,High,Low,Volume
1177,"Dec 10, 2021",ETH,3903.48,4107.2,4226.79,3894.03,798.12K
1178,"Dec 09, 2021",ETH,4107.69,4435.74,4482.89,4078.14,642.17K
1179,"Dec 08, 2021",ETH,4435.74,4307.08,4449.69,4229.63,574.33K
1180,"Dec 07, 2021",ETH,4307.08,4351.36,4424.2,4259.45,550.78K
1181,"Dec 06, 2021",ETH,4353.31,4194.95,4373.23,3922.65,993.79K
1182,"Dec 05, 2021",ETH,4194.8,4118.27,4247.38,4036.0,707.69K
1183,"Dec 04, 2021",ETH,4123.46,4219.3,4237.56,3533.02,1.52M
1184,"Dec 03, 2021",ETH,4219.3,4512.9,4646.73,4047.07,942.77K
1185,"Dec 02, 2021",ETH,4512.9,4583.28,4629.75,4437.53,608.07K
1186,"Dec 01, 2021",ETH,4583.28,4628.72,4778.14,4525.33,669.18K
1187,"Nov 30, 2021",ETH,4628.9,4443.22,4749.12,4349.21,973.46K
1188,"Nov 29, 2021",ETH,4443.22,4296.98,4456.82,4280.18,532.66K
1189,"Nov 28, 2021",ETH,4296.98,4095.16,4297.63,3980.24,487.53K
1190,"Nov 27, 2021",ETH,4094.8,4037.06,4183.02,4029.06,370.73K
1191,"Nov 26, 2021",ETH,4034.53,4520.3,4548.1,3917.43,1.00M
1192,"Nov 25, 2021",ETH,4520.3,4270.73,4549.74,4248.9,578.65K
1193,"Nov 24, 2021",ETH,4273.54,4340.23,4372.83,4172.19,595.96K
1194,"Nov 23, 2021",ETH,4340.23,4086.73,4384.75,4064.17,684.35K
1195,"Nov 22, 2021",ETH,4086.95,4268.07,4311.46,4026.75,717.08K
1196,"Nov 21, 2021",ETH,4268.08,4409.02,4422.6,4246.2,446.23K
1197,"Nov 20, 2021",ETH,4408.85,4295.27,4434.27,4206.75,462.99K
1198,"Nov 19, 2021",ETH,4295.43,3996.29,4305.41,3978.08,571.96K
1199,"Nov 18, 2021",ETH,4001.87,4290.31,4342.74,3958.44,792.38K
1200,"Nov 17, 2021",ETH,4290.88,4208.29,4298.3,4071.01,664.94K
1201,"Nov 16, 2021",ETH,4208.16,4562.97,4562.97,4115.31,1.12M
1202,"Nov 15, 2021",ETH,4562.98,4625.71,4769.38,4543.47,495.96K
1203,"Nov 14, 2021",ETH,4625.59,4644.4,4692.76,4514.95,340.96K
1204,"Nov 13, 2021",ETH,4644.61,4665.76,4705.02,4585.37,290.27K
1205,"Nov 12, 2021",ETH,4667.31,4720.5,4807.16,4511.96,634.59K
1206,"Nov 11, 2021",ETH,4720.87,4633.98,4778.17,4578.66,418.61K
1207,"Nov 10, 2021",ETH,4634.03,4731.83,4864.06,4498.78,761.90K
1208,"Nov 09, 2021",ETH,4731.83,4808.34,4836.69,4715.43,437.41K
1209,"Nov 08, 2021",ETH,4808.38,4612.05,4822.97,4612.05,673.21K
1210,"Nov 07, 2021",ETH,4612.06,4517.27,4634.39,4502.7,337.81K
1211,"Nov 06, 2021",ETH,4517.36,4475.0,4526.75,4330.29,442.60K
1212,"Nov 05, 2021",ETH,4475.0,4534.96,4569.31,4439.67,409.75K
1213,"Nov 04, 2021",ETH,4535.11,4601.93,4604.83,4421.87,495.86K
1214,"Nov 03, 2021",ETH,4602.21,4586.96,4661.88,4458.87,634.68K
1215,"Nov 02, 2021",ETH,4586.06,4320.85,4598.38,4287.36,630.26K
1216,"Nov 01, 2021",ETH,4320.85,4287.41,4376.94,4157.51,574.26K
1217,"Oct 31, 2021",ETH,4287.56,4322.0,4393.61,4169.48,555.32K
1218,"Oct 30, 2021",ETH,4320.65,4413.7,4428.41,4250.24,494.87K
1219,"Oct 29, 2021",ETH,4413.7,4284.9,4458.3,4268.21,781.57K
1220,"Oct 28, 2021",ETH,4284.9,3921.54,4289.8,3896.33,865.80K
1221,"Oct 27, 2021",ETH,3921.93,4130.06,4299.61,3914.06,1.07M
1222,"Oct 26, 2021",ETH,4129.51,4219.92,4291.98,4098.19,559.29K
1223,"Oct 25, 2021",ETH,4219.92,4082.68,4234.76,4069.94,481.41K
1224,"Oct 24, 2021",ETH,4082.8,4168.8,4184.0,3965.84,507.63K
1225,"Oct 23, 2021",ETH,4168.85,3970.94,4169.33,3938.79,487.03K
1226,"Oct 22, 2021",ETH,3970.94,4053.89,4164.11,3896.4,654.77K
1227,"Oct 21, 2021",ETH,4054.16,4160.51,4366.91,4029.48,1.14M
1228,"Oct 20, 2021",ETH,4159.89,3876.76,4168.12,3830.26,752.03K
1229,"Oct 19, 2021",ETH,3876.78,3745.46,3884.34,3733.78,488.60K
1230,"Oct 18, 2021",ETH,3747.6,3848.64,3892.01,3685.82,578.21K
1231,"Oct 17, 2021",ETH,3845.47,3827.55,3917.56,3664.63,543.52K
1232,"Oct 16, 2021",ETH,3827.55,3869.05,3967.43,3804.55,527.61K
1233,"Oct 15, 2021",ETH,3866.9,3790.34,3904.91,3735.21,721.14K
1234,"Oct 14, 2021",ETH,3790.41,3607.36,3820.47,3588.24,697.09K
1235,"Oct 13, 2021",ETH,3607.28,3491.08,3612.04,3416.0,557.18K
1236,"Oct 12, 2021",ETH,3489.9,3541.49,3545.35,3404.49,609.89K
1237,"Oct 11, 2021",ETH,3545.06,3414.93,3622.53,3381.43,683.24K
1238,"Oct 10, 2021",ETH,3415.03,3574.52,3599.18,3409.22,767.49K
1239,"Oct 09, 2021",ETH,3574.2,3559.96,3626.11,3541.4,464.11K
1240,"Oct 08, 2021",ETH,3559.42,3586.91,3668.35,3537.24,681.74K
1241,"Oct 07, 2021",ETH,3586.0,3575.43,3650.18,3473.47,826.29K
1242,"Oct 06, 2021",ETH,3575.41,3515.35,3627.19,3345.56,1.05M
1243,"Oct 05, 2021",ETH,3517.26,3383.32,3540.83,3365.28,663.88K
1244,"Oct 04, 2021",ETH,3382.9,3417.26,3436.34,3273.22,826.83K
1245,"Oct 03, 2021",ETH,3417.34,3388.83,3485.48,3346.63,642.59K
1246,"Oct 02, 2021",ETH,3388.97,3309.14,3467.95,3265.97,778.15K
1247,"Oct 01, 2021",ETH,3309.13,2999.86,3329.32,2972.75,1.14M
1248,"Sep 30, 2021",ETH,3000.59,2851.06,3047.08,2837.68,968.23K
1249,"Sep 29, 2021",ETH,2851.5,2807.15,2948.5,2784.66,728.86K
1250,"Sep 28, 2021",ETH,2807.28,2926.04,2969.18,2791.42,896.28K
1251,"Sep 27, 2021",ETH,2926.24,3061.86,3163.86,2926.24,865.30K
1252,"Sep 26, 2021",ETH,3063.51,2922.47,3113.65,2740.12,1.33M
1253,"Sep 25, 2021",ETH,2922.55,2928.59,2965.48,2812.7,975.49K
1254,"Sep 24, 2021",ETH,2928.57,3152.92,3158.38,2740.06,1.74M
1255,"Sep 23, 2021",ETH,3152.92,3077.8,3173.0,3035.96,841.54K
1256,"Sep 22, 2021",ETH,3077.78,2764.71,3087.97,2740.58,1.19M
1257,"Sep 21, 2021",ETH,2761.52,2976.7,3101.88,2659.71,1.79M
1258,"Sep 20, 2021",ETH,2976.05,3328.49,3344.04,2931.64,1.72M
1259,"Sep 19, 2021",ETH,3329.12,3435.92,3455.67,3282.85,614.00K
1260,"Sep 18, 2021",ETH,3435.97,3398.55,3539.5,3371.33,600.19K
1261,"Sep 17, 2021",ETH,3398.65,3569.92,3592.2,3352.32,748.10K
1262,"Sep 16, 2021",ETH,3569.43,3612.23,3672.68,3488.53,195.79K
1263,"Sep 15, 2021",ETH,3611.9,3430.36,3612.29,3361.63,790.27K
1264,"Sep 14, 2021",ETH,3428.87,3284.65,3428.87,3270.91,720.34K
1265,"Sep 13, 2021",ETH,3284.52,3408.17,3429.24,3118.66,1.34M
1266,"Sep 12, 2021",ETH,3408.28,3267.33,3469.5,3231.87,805.97K
1267,"Sep 11, 2021",ETH,3267.33,3209.37,3345.37,3202.41,732.95K
1268,"Sep 10, 2021",ETH,3207.27,3423.87,3512.9,3156.28,1.21M
1269,"Sep 09, 2021",ETH,3423.51,3498.92,3564.3,3395.94,1.09M
1270,"Sep 08, 2021",ETH,3495.1,3424.35,3557.67,3221.6,780.68K
1271,"Sep 07, 2021",ETH,3423.12,3926.84,3945.79,3061.3,2.47M
1272,"Sep 06, 2021",ETH,3927.21,3950.2,3968.2,3867.55,764.56K
1273,"Sep 05, 2021",ETH,3950.62,3885.4,3981.22,3834.74,714.16K
1274,"Sep 04, 2021",ETH,3884.97,3938.45,3968.33,3844.07,672.53K
1275,"Sep 03, 2021",ETH,3936.29,3785.85,4024.89,3715.97,1.20M
1276,"Sep 02, 2021",ETH,3786.19,3826.9,3833.89,3723.42,928.70K
1277,"Sep 01, 2021",ETH,3832.73,3429.65,3839.91,3384.82,1.48M
1278,"Aug 31, 2021",ETH,3430.74,3228.23,3467.42,3191.34,1.52M
1279,"Aug 30, 2021",ETH,3225.67,3222.43,3345.72,3145.53,966.58K
1280,"Aug 29, 2021",ETH,3222.16,3243.96,3282.21,3155.31,643.73K
1281,"Aug 28, 2021",ETH,3243.9,3273.78,3284.58,3212.24,466.21K
1282,"Aug 27, 2021",ETH,3273.58,3093.78,3279.93,3063.37,839.54K
1283,"Aug 26, 2021",ETH,3093.54,3228.03,3249.62,3057.48,118.44K
1284,"Aug 25, 2021",ETH,3228.15,3172.12,3247.43,3080.7,923.13K
1285,"Aug 24, 2021",ETH,3173.26,3322.6,3357.99,3150.75,988.82K
1286,"Aug 23, 2021",ETH,3319.49,3238.41,3375.42,3231.96,1.09M
1287,"Aug 22, 2021",ETH,3238.7,3224.17,3271.94,3128.98,747.65K
1288,"Aug 21, 2021",ETH,3223.96,3285.12,3307.33,3200.19,768.74K
1289,"Aug 20, 2021",ETH,3284.21,3184.83,3300.36,3179.18,739.32K
1290,"Aug 19, 2021",ETH,3184.82,3016.92,3185.51,2962.04,844.13K
1291,"Aug 18, 2021",ETH,3016.91,3012.62,3124.51,2951.04,750.74K
1292,"Aug 17, 2021",ETH,3014.58,3147.67,3290.03,2993.63,1.06M
1293,"Aug 16, 2021",ETH,3147.65,3307.96,3334.22,3138.37,859.09K
1294,"Aug 15, 2021",ETH,3308.87,3264.56,3318.61,3115.34,782.81K
1295,"Aug 14, 2021",ETH,3264.69,3322.25,3328.38,3209.45,658.60K
1296,"Aug 13, 2021",ETH,3322.43,3043.2,3324.53,3035.52,795.54K
1297,"Aug 12, 2021",ETH,3043.61,3160.17,3236.28,2981.35,965.63K
1298,"Aug 11, 2021",ETH,3163.66,3140.86,3269.7,3122.67,950.12K
1299,"Aug 10, 2021",ETH,3140.71,3162.81,3232.02,3057.84,1.12M
1300,"Aug 09, 2021",ETH,3162.93,3011.88,3184.84,2899.24,1.44M
1301,"Aug 08, 2021",ETH,3012.07,3158.3,3188.49,2949.66,1.25M
1302,"Aug 07, 2021",ETH,3158.0,2889.58,3169.74,2867.58,64.84K
1303,"Aug 06, 2021",ETH,2889.43,2827.23,2946.62,2726.04,1.06M
1304,"Aug 05, 2021",ETH,2827.21,2725.28,2842.95,2533.51,1.65M
1305,"Aug 04, 2021",ETH,2725.29,2506.5,2766.46,2462.32,1.23M
1306,"Aug 03, 2021",ETH,2506.65,2608.01,2631.43,2445.49,158.45K
1307,"Aug 02, 2021",ETH,2608.04,2556.07,2664.73,2513.51,970.67K
1308,"Aug 01, 2021",ETH,2556.23,2530.94,2696.38,2515.26,1.20M
1309,"Jul 31, 2021",ETH,2532.19,2461.08,2551.68,2421.7,507.08K
1310,"Jul 30, 2021",ETH,2460.95,2380.59,2467.4,2320.8,1.03M
1311,"Jul 29, 2021",ETH,2380.93,2299.46,2397.71,2269.15,642.75K
1312,"Jul 28, 2021",ETH,2299.11,2300.21,2343.49,2246.23,968.94K
1313,"Jul 27, 2021",ETH,2300.22,2230.24,2318.68,2152.92,1.25M
1314,"Jul 26, 2021",ETH,2229.53,2189.74,2430.01,2174.44,1.89M
1315,"Jul 25, 2021",ETH,2189.79,2166.98,2195.03,2108.74,786.94K
1316,"Jul 24, 2021",ETH,2151.85,2124.0,2162.29,2106.71,907.11K
1317,"Jul 23, 2021",ETH,2123.61,2024.51,2129.66,2000.27,961.67K
1318,"Jul 22, 2021",ETH,2024.58,1994.61,2043.26,1952.31,1.02M
1319,"Jul 21, 2021",ETH,1994.49,1786.18,2029.51,1758.64,1.51M
1320,"Jul 20, 2021",ETH,1786.07,1818.07,1840.36,1720.7,1.20M
1321,"Jul 19, 2021",ETH,1818.07,1891.43,1915.15,1807.19,802.78K
1322,"Jul 18, 2021",ETH,1892.42,1898.01,1988.24,1881.6,829.77K
1323,"Jul 17, 2021",ETH,1897.98,1877.0,1917.8,1851.97,623.52K
1324,"Jul 16, 2021",ETH,1878.2,1917.21,1960.21,1852.42,619.62K
1325,"Jul 15, 2021",ETH,1917.21,1994.73,2038.91,1884.81,645.06K
1326,"Jul 14, 2021",ETH,1994.64,1940.48,2017.99,1868.45,1.05M
1327,"Jul 13, 2021",ETH,1940.72,2035.09,2042.61,1920.62,717.85K
1328,"Jul 12, 2021",ETH,2035.09,2139.44,2167.6,2008.66,540.10K
1329,"Jul 11, 2021",ETH,2139.35,2110.9,2173.34,2081.62,724.84K
1330,"Jul 10, 2021",ETH,2111.12,2146.15,2191.3,2078.43,929.32K
1331,"Jul 09, 2021",ETH,2145.89,2120.05,2185.62,2066.09,1.42M
1332,"Jul 08, 2021",ETH,2120.22,2316.21,2322.47,2095.92,1.82M
1333,"Jul 07, 2021",ETH,2316.57,2322.74,2402.68,2296.43,1.32M
1334,"Jul 06, 2021",ETH,2322.72,2196.25,2347.47,2194.2,1.78M
1335,"Jul 05, 2021",ETH,2196.16,2322.6,2322.6,2163.09,822.95K
1336,"Jul 04, 2021",ETH,2323.22,2224.7,2386.2,2222.95,1.39M
1337,"Jul 03, 2021",ETH,2224.7,2154.53,2236.97,2115.8,1.28M
1338,"Jul 02, 2021",ETH,2154.78,2108.58,2158.7,2019.75,1.39M
1339,"Jul 01, 2021",ETH,2109.11,2274.5,2274.63,2077.56,1.71M
1340,"Jun 30, 2021",ETH,2273.84,2158.32,2281.55,2090.61,1.90M
1341,"Jun 29, 2021",ETH,2158.71,2083.48,2241.86,2076.17,898.06K
1342,"Jun 28, 2021",ETH,2083.09,1981.24,2142.84,1962.89,2.19M
1343,"Jun 27, 2021",ETH,1979.88,1830.42,1980.7,1808.59,1.87M
1344,"Jun 26, 2021",ETH,1830.62,1810.53,1850.4,1719.32,1.99M
1345,"Jun 25, 2021",ETH,1810.57,1989.77,2017.47,1793.47,1.65M
1346,"Jun 24, 2021",ETH,1989.14,1968.76,2033.96,1886.74,1.64M
1347,"Jun 23, 2021",ETH,1968.39,1877.28,2043.1,1823.57,1.77M
1348,"Jun 22, 2021",ETH,1876.66,1890.95,1994.32,1707.24,2.84M
1349,"Jun 21, 2021",ETH,1891.18,2244.25,2257.86,1868.32,2.69M
1350,"Jun 20, 2021",ETH,2243.86,2166.3,2276.83,2045.03,1.42M
1351,"Jun 19, 2021",ETH,2166.91,2229.53,2276.7,2164.14,1.08M
1352,"Jun 18, 2021",ETH,2229.53,2372.1,2376.62,2142.74,778.79K
1353,"Jun 17, 2021",ETH,2371.62,2367.78,2459.11,2309.08,1.06M
1354,"Jun 16, 2021",ETH,2367.28,2544.35,2552.12,2353.24,1.37M
1355,"Jun 15, 2021",ETH,2543.83,2581.42,2637.9,2512.39,1.95M
1356,"Jun 14, 2021",ETH,2581.48,2508.49,2606.91,2467.61,1.79M
1357,"Jun 13, 2021",ETH,2508.27,2368.68,2547.9,2311.96,1.62M
1358,"Jun 12, 2021",ETH,2368.47,2351.45,2448.04,2260.8,1.80M
1359,"Jun 11, 2021",ETH,2351.45,2470.04,2493.48,2324.21,587.18K
1360,"Jun 10, 2021",ETH,2469.97,2607.45,2615.46,2432.41,1.29M
1361,"Jun 09, 2021",ETH,2606.23,2507.86,2620.74,2408.37,2.32M
1362,"Jun 08, 2021",ETH,2510.65,2592.12,2618.7,2320.64,75.18K
1363,"Jun 07, 2021",ETH,2592.63,2713.52,2842.88,2581.24,3.01M
1364,"Jun 06, 2021",ETH,2713.66,2628.43,2743.53,2614.48,756.36K
1365,"Jun 05, 2021",ETH,2628.98,2688.75,2814.02,2555.98,2.55M
1366,"Jun 04, 2021",ETH,2686.5,2856.63,2856.63,2557.71,2.47M
1367,"Jun 03, 2021",ETH,2853.35,2705.05,2889.19,2666.39,1.09M
1368,"Jun 02, 2021",ETH,2706.1,2633.74,2801.0,2554.88,2.60M
1369,"Jun 01, 2021",ETH,2633.67,2707.94,2738.23,2529.73,2.45M
1370,"May 31, 2021",ETH,2708.47,2386.93,2713.98,2279.42,2.83M
1371,"May 30, 2021",ETH,2386.1,2276.97,2465.84,2181.93,2.80M
1372,"May 29, 2021",ETH,2276.07,2411.68,2567.42,2207.21,2.94M
1373,"May 28, 2021",ETH,2414.29,2742.39,2760.17,2332.43,3.26M
1374,"May 27, 2021",ETH,2735.88,2885.02,2885.87,2638.62,2.39M
1375,"May 26, 2021",ETH,2884.66,2705.69,2908.37,2648.1,2.66M
1376,"May 25, 2021",ETH,2705.09,2647.27,2747.49,2388.81,3.28M
1377,"May 24, 2021",ETH,2646.79,2101.3,2667.2,2080.87,3.24M
1378,"May 23, 2021",ETH,2101.34,2292.68,2379.89,1739.91,3.52M
1379,"May 22, 2021",ETH,2291.6,2433.09,2481.06,2162.84,2.82M
1380,"May 21, 2021",ETH,2433.11,2766.88,2931.66,2111.42,4.23M
1381,"May 20, 2021",ETH,2777.55,2436.59,2988.52,2163.4,4.33M
1382,"May 19, 2021",ETH,2435.69,3376.22,3434.01,1922.25,6.42M
1383,"May 18, 2021",ETH,3377.55,3280.5,3558.57,3244.93,2.30M
1384,"May 17, 2021",ETH,3279.68,3582.19,3582.27,3130.12,2.85M
1385,"May 16, 2021",ETH,3582.12,3643.67,3877.2,3351.92,2.28M
1386,"May 15, 2021",ETH,3641.65,4074.57,4129.99,3639.12,1.94M
1387,"May 14, 2021",ETH,4075.38,3719.46,4171.76,3694.54,2.06M
1388,"May 13, 2021",ETH,3719.62,3807.5,4031.99,3539.96,3.21M
1389,"May 12, 2021",ETH,3811.77,4173.61,4366.1,3794.15,2.78M
1390,"May 11, 2021",ETH,4167.78,3948.66,4177.53,3781.86,1.27M
1391,"May 10, 2021",ETH,3947.9,3923.48,4203.98,3669.84,2.70M
1392,"May 09, 2021",ETH,3922.23,3905.69,3979.77,3734.44,1.94M
1393,"May 08, 2021",ETH,3905.55,3479.81,3952.88,3453.37,1.34M
1394,"May 07, 2021",ETH,3481.22,3490.83,3583.34,3363.56,1.35M
1395,"May 06, 2021",ETH,3489.52,3522.74,3601.59,3380.6,1.51M
1396,"May 05, 2021",ETH,3522.76,3284.31,3540.78,3228.86,1.87M
1397,"May 04, 2021",ETH,3286.71,3429.48,3516.34,3188.9,2.74M
1398,"May 03, 2021",ETH,3429.37,2950.07,3451.44,2950.07,2.32M
1399,"May 02, 2021",ETH,2950.33,2945.04,2984.52,2854.12,1.30M
1400,"May 01, 2021",ETH,2944.66,2772.27,2951.74,2753.6,1.51M
1401,"Apr 30, 2021",ETH,2772.78,2757.02,2797.61,2726.03,1.52M
1402,"Apr 29, 2021",ETH,2757.36,2746.51,2797.52,2670.35,1.65M
1403,"Apr 28, 2021",ETH,2746.54,2665.83,2759.03,2562.74,1.74M
1404,"Apr 27, 2021",ETH,2665.24,2531.07,2677.95,2484.44,1.45M
1405,"Apr 26, 2021",ETH,2533.12,2320.63,2539.8,2305.97,1.79M
1406,"Apr 25, 2021",ETH,2316.48,2217.23,2355.2,2169.91,1.02M
1407,"Apr 24, 2021",ETH,2215.93,2367.35,2367.46,2159.6,1.61M
1408,"Apr 23, 2021",ETH,2367.31,2398.95,2440.21,2119.26,3.46M
1409,"Apr 22, 2021",ETH,2401.1,2360.32,2642.99,2313.46,3.17M
1410,"Apr 21, 2021",ETH,2360.81,2331.84,2467.51,2238.15,2.10M
1411,"Apr 20, 2021",ETH,2332.14,2161.06,2345.18,2058.0,1.86M
1412,"Apr 19, 2021",ETH,2160.63,2236.1,2275.87,2081.3,1.90M
1413,"Apr 18, 2021",ETH,2237.17,2317.88,2338.53,1948.93,2.76M
1414,"Apr 17, 2021",ETH,2318.33,2424.12,2493.93,2314.12,1.73M
1415,"Apr 16, 2021",ETH,2423.18,2514.55,2544.54,2302.3,2.08M
1416,"Apr 15, 2021",ETH,2514.22,2432.9,2541.9,2402.75,1.91M
1417,"Apr 14, 2021",ETH,2431.56,2299.25,2445.4,2281.49,2.11M
1418,"Apr 13, 2021",ETH,2299.93,2137.55,2315.47,2136.49,2.38M
1419,"Apr 12, 2021",ETH,2137.81,2150.79,2199.52,2103.73,2.16M
1420,"Apr 11, 2021",ETH,2151.42,2133.89,2164.76,2114.55,1.97M
1421,"Apr 10, 2021",ETH,2133.79,2067.26,2197.73,2058.23,2.09M
1422,"Apr 09, 2021",ETH,2066.93,2080.2,2101.07,2050.39,2.47M
1423,"Apr 08, 2021",ETH,2079.92,1962.44,2084.08,1951.83,1.73M
1424,"Apr 07, 2021",ETH,1961.46,2112.41,2128.25,1939.64,2.30M
1425,"Apr 06, 2021",ETH,2111.53,2108.81,2150.78,2047.48,1.93M
1426,"Apr 05, 2021",ETH,2106.41,2076.14,2127.89,2004.05,2.31M
1427,"Apr 04, 2021",ETH,2075.94,2007.82,2091.31,1982.0,1.59M
1428,"Apr 03, 2021",ETH,2008.59,2134.66,2137.68,2004.4,2.01M
1429,"Apr 02, 2021",ETH,2134.55,1968.12,2144.11,1949.99,2.47M
1430,"Apr 01, 2021",ETH,1967.96,1918.82,1983.84,1897.38,2.08M
1431,"Mar 31, 2021",ETH,1917.99,1841.01,1945.4,1774.66,2.59M
1432,"Mar 30, 2021",ETH,1841.01,1816.92,1857.65,1788.6,3.03M
1433,"Mar 29, 2021",ETH,1816.69,1686.88,1839.41,1678.38,1.94M
1434,"Mar 28, 2021",ETH,1686.8,1712.89,1724.74,1661.92,1.31M
1435,"Mar 27, 2021",ETH,1713.01,1698.68,1731.73,1667.12,1.40M
1436,"Mar 26, 2021",ETH,1698.6,1586.36,1699.27,1586.28,1.64M
1437,"Mar 25, 2021",ETH,1586.54,1582.23,1621.32,1550.11,1.54M
1438,"Mar 24, 2021",ETH,1582.38,1668.42,1739.82,1546.48,1.88M
1439,"Mar 23, 2021",ETH,1667.9,1681.5,1720.01,1654.14,1.46M
1440,"Mar 22, 2021",ETH,1682.37,1783.58,1806.62,1659.28,1.58M
1441,"Mar 21, 2021",ETH,1783.72,1804.6,1815.85,1748.47,1.43M
1442,"Mar 20, 2021",ETH,1804.6,1809.09,1868.09,1801.6,27.03K
1443,"Mar 19, 2021",ETH,1809.64,1775.87,1848.88,1735.42,1.20M
1444,"Mar 18, 2021",ETH,1776.08,1823.72,1849.23,1760.83,1.53M
1445,"Mar 17, 2021",ETH,1823.35,1804.56,1837.88,1743.62,1.50M
1446,"Mar 16, 2021",ETH,1804.85,1792.08,1817.35,1715.97,1.81M
1447,"Mar 15, 2021",ETH,1792.38,1848.18,1890.59,1745.04,1.70M
1448,"Mar 14, 2021",ETH,1849.06,1921.29,1932.36,1836.78,671.56K
1449,"Mar 13, 2021",ETH,1921.13,1767.05,1943.36,1730.46,1.79M
1450,"Mar 12, 2021",ETH,1766.9,1827.44,1841.19,1723.18,1.52M
1451,"Mar 11, 2021",ETH,1825.79,1794.28,1845.32,1729.05,1.58M
1452,"Mar 10, 2021",ETH,1794.14,1869.32,1875.98,1759.5,1.66M
1453,"Mar 09, 2021",ETH,1869.1,1831.57,1869.1,1801.29,1.58M
1454,"Mar 08, 2021",ETH,1831.49,1727.17,1841.05,1665.54,1.97M
1455,"Mar 07, 2021",ETH,1728.1,1650.94,1732.84,1634.73,1.69M
1456,"Mar 06, 2021",ETH,1649.19,1530.24,1670.01,1514.62,2.07M
1457,"Mar 05, 2021",ETH,1530.29,1539.73,1548.71,1443.32,1.67M
1458,"Mar 04, 2021",ETH,1538.61,1567.84,1623.73,1506.86,1.70M
1459,"Mar 03, 2021",ETH,1571.05,1488.8,1653.04,1477.72,1.17M
1460,"Mar 02, 2021",ETH,1488.62,1570.0,1602.13,1457.22,1.74M
1461,"Mar 01, 2021",ETH,1570.03,1418.91,1571.15,1411.55,1.92M
1462,"Feb 28, 2021",ETH,1418.76,1458.84,1467.76,1294.79,2.07M
1463,"Feb 27, 2021",ETH,1458.93,1445.69,1527.69,1427.15,1.56M
1464,"Feb 26, 2021",ETH,1445.44,1476.77,1561.66,1403.3,2.13M
1465,"Feb 25, 2021",ETH,1476.15,1623.76,1669.24,1460.92,1.75M
1466,"Feb 24, 2021",ETH,1623.71,1578.27,1711.16,1505.79,2.19M
1467,"Feb 23, 2021",ETH,1578.11,1777.25,1781.44,1370.45,3.60M
1468,"Feb 22, 2021",ETH,1777.28,1933.52,1935.04,1561.68,2.68M
1469,"Feb 21, 2021",ETH,1933.45,1912.97,1974.99,1885.7,1.47M
1470,"Feb 20, 2021",ETH,1913.88,1955.54,2040.79,1800.0,2.29M
1471,"Feb 19, 2021",ETH,1955.59,1934.17,1968.93,1892.7,1.78M
1472,"Feb 18, 2021",ETH,1934.16,1849.95,1950.04,1849.05,881.87K
1473,"Feb 17, 2021",ETH,1847.95,1781.44,1854.03,1734.15,1.69M
1474,"Feb 16, 2021",ETH,1781.69,1778.63,1827.07,1726.78,1.48M
1475,"Feb 15, 2021",ETH,1778.82,1800.6,1835.51,1661.09,1.94M
1476,"Feb 14, 2021",ETH,1801.78,1815.44,1850.0,1787.11,1.43M
1477,"Feb 13, 2021",ETH,1815.49,1840.9,1871.36,1766.05,1.44M
1478,"Feb 12, 2021",ETH,1841.02,1786.74,1862.17,1741.04,1.75M
1479,"Feb 11, 2021",ETH,1786.35,1742.11,1817.68,1704.97,1.56M
1480,"Feb 10, 2021",ETH,1742.09,1770.81,1835.4,1683.52,2.01M
1481,"Feb 09, 2021",ETH,1770.63,1750.19,1818.94,1711.4,1.94M
1482,"Feb 08, 2021",ETH,1750.18,1612.98,1775.12,1566.43,2.17M
1483,"Feb 07, 2021",ETH,1612.99,1676.62,1692.29,1491.68,1.94M
1484,"Feb 06, 2021",ETH,1676.63,1719.11,1742.9,1648.03,1.78M
1485,"Feb 05, 2021",ETH,1719.2,1593.91,1760.09,1589.28,1.80M
1486,"Feb 04, 2021",ETH,1594.0,1664.19,1693.64,1570.45,2.34M
1487,"Feb 03, 2021",ETH,1664.34,1511.96,1667.93,1510.27,2.27M
1488,"Feb 02, 2021",ETH,1511.36,1373.31,1546.88,1361.63,2.73M
1489,"Feb 01, 2021",ETH,1373.4,1312.69,1376.44,1272.09,1.65M
1490,"Jan 31, 2021",ETH,1312.73,1377.05,1380.04,1282.41,1.54M
1491,"Jan 30, 2021",ETH,1376.96,1379.78,1405.78,1327.66,1.59M
1492,"Jan 29, 2021",ETH,1379.3,1329.16,1436.27,1288.26,3.33M
1493,"Jan 28, 2021",ETH,1328.47,1247.67,1359.51,1221.15,814.31K
1494,"Jan 27, 2021",ETH,1247.62,1366.14,1372.31,1210.4,2.90M
1495,"Jan 26, 2021",ETH,1366.27,1317.67,1377.94,1246.45,2.56M
1496,"Jan 25, 2021",ETH,1317.9,1390.69,1474.68,1298.13,2.77M
1497,"Jan 24, 2021",ETH,1390.28,1233.41,1398.0,1222.14,2.30M
1498,"Jan 23, 2021",ETH,1233.4,1234.34,1271.65,1196.94,1.46M
1499,"Jan 22, 2021",ETH,1234.58,1118.01,1272.85,1045.02,2.94M
1500,"Jan 21, 2021",ETH,1117.33,1377.63,1387.39,1095.26,2.76M
1501,"Jan 20, 2021",ETH,1377.53,1372.0,1406.56,1237.27,3.05M
1502,"Jan 19, 2021",ETH,1372.0,1258.1,1437.42,1252.36,2.27M
